target_role,skills_count,projects_done,certifications,experience_years,learning_rate,career_readiness_score,months_to_job_ready
Digital Marketer,31,7,2,0.9288078418665391,16.072103880498947,32.38439543882433,8.761560456117568
IoT Developer,20,2,2,3.064931584795228,4.920132007832429,36.31481921970092,8.368518078029908
Cybersecurity Analyst,15,0,3,2.848498782422036,3.897623683424895,26.28206189959621,9.37179381004038
Operations Manager,10,9,4,6.777452050092953,1.285768132749913,74.24565426508445,4.575434573491554
Data Analyst,34,3,3,7.448359603408716,4.024449904604179,65.61238427679983,5.438761572320017
Business Analyst,30,5,0,3.445472973898961,6.748438282302299,32.41604337540096,8.758395662459904
AI Engineer,8,2,1,3.3892337577974745,1.8226415910950284,16.482363581301744,10.351763641869825
Content Writer,19,7,3,5.4667137614111425,2.9381229324512255,66.16171278530436,5.383828721469564
Data Analyst,35,4,3,1.5215298806078206,13.880462123083454,37.1073498603568,8.28926501396432
Frontend Developer,15,2,2,7.968550224244995,1.672511122193415,43.00490532040006,7.699509467959993
Cloud Engineer,33,1,5,1.9275585137163675,11.27219143371054,33.20088400822078,8.679911599177922
HR Analyst,23,1,5,4.242982275986567,4.386816279227667,38.91381255577424,8.108618744422575
Software Tester,33,4,2,7.1856466810810105,4.031446907703811,49.53013981073754,7.046986018926246
Graphic Designer,8,1,2,1.3626834581350522,3.3859804505148046,13.066016387060817,10.693398361293918
Cloud Architect,11,5,1,7.497514142294259,1.294496227461422,58.00911857922997,6.199088142077003
System Administrator,29,10,4,0.6462206206372478,17.616107851190794,53.59188269366435,6.640811730633565
Game Developer,32,9,1,5.097397219733861,5.248140943882402,52.60811722755656,6.739188277244343
Content Writer,13,4,4,1.3064993658667534,5.636246943044254,36.318682090402085,8.368131790959792
Product Manager,20,5,5,0.33876480512483376,14.939143846207617,33.92417458554285,8.607582541445716
Data Analyst,24,1,4,6.971180441266144,3.010846408112151,45.109463739315196,7.489053626068481
Computer Vision Engineer,8,6,0,0.5489398610287388,5.164822858059025,16.29307991494334,10.370692008505666
Game AI Developer,28,9,4,4.354715529415159,5.229035949003654,71.86292042720505,4.813707957279495
Game Developer,28,8,1,4.09426679348163,5.496374872990046,51.04056069975192,6.895943930024808
Cloud Architect,35,3,2,7.746600551312315,4.0015546376756275,57.72705346815193,6.227294653184807
Embedded Systems Engineer,14,6,0,3.6063855050644857,3.039259303114712,44.711265542162224,7.528873445783778
Business Analyst,24,7,1,4.628805068002669,4.2637824032012865,46.68866223508534,7.331133776491466
Frontend Developer,17,4,2,5.907492483179518,2.461095693031417,40.74928198956563,7.925071801043437
Blockchain Developer,28,5,3,2.617123400064961,7.740957911332839,48.71601963686053,7.128398036313947
Operations Manager,30,9,2,4.0095733695882805,5.988533910316917,65.93877807402684,5.406122192597316
Digital Marketer,34,0,5,2.9610304812967536,8.583624933092954,34.4018946252062,8.55981053747938
Network Engineer,14,2,2,7.6733211412766975,1.6141452359435204,57.465408017937264,6.253459198206274
Robotics Engineer,20,9,1,1.8934011456051678,6.912280390286813,44.04088021446614,7.595911978553386
Cloud Engineer,8,0,2,4.61781189037836,1.424041985759904,18.386848295686924,10.161315170431308
Graphic Designer,28,5,2,4.274154525176399,5.3089077815867585,55.278621176075625,6.472137882392437
DevOps Engineer,10,5,2,3.1271950928545413,2.422953064979436,38.04333381304033,8.195666618695967
Operations Manager,25,10,5,3.096767247465233,6.102372551300808,62.24422081210093,5.7755779187899075
Product Manager,19,9,1,0.9645433922920139,9.671458555991926,37.284264493352154,8.271573550664785
SEO Specialist,34,0,5,6.555297569739675,4.5001536585635105,46.968914866399516,7.303108513360049
Graphic Designer,22,8,1,4.276967741984483,4.169060922045086,54.068627424619834,6.593137257538016
Digital Marketer,8,4,0,5.434032576451396,1.2433881714059167,44.084125853575785,7.591587414642421
Graphic Designer,34,3,1,4.127584904811718,6.630801952805199,37.017761847369876,8.298223815263013
Sales Executive,16,4,5,0.5000469142546251,10.666333064623126,26.295125258332938,9.370487474166707
AI Engineer,30,6,4,5.105258139815019,4.913797142230084,51.78340115689309,6.821659884310691
Machine Learning Engineer,31,7,4,7.2322304737559095,3.765686602048743,72.98821640519667,4.701178359480333
Frontend Developer,10,10,4,0.896443567061759,5.273027984425304,46.31262426066213,7.368737573933787
Financial Analyst,25,9,3,1.3465685080213765,10.653854730659438,52.309205755343804,6.76907942446562
Game Developer,10,5,0,7.947964967236335,1.1175725471228122,43.54821336820633,7.645178663179367
DevOps Engineer,29,3,5,5.082419455048392,4.767839543839759,54.17555307628143,6.5824446923718565
Frontend Developer,12,9,0,1.616118327219989,4.586948485908803,40.1453428343484,7.985465716565161
Cybersecurity Analyst,25,8,5,0.09583503327660026,22.813652822586608,45.96322851719076,7.4036771482809245
Cybersecurity Analyst,16,10,0,0.14840247705925336,13.932397673829172,36.61970394007132,8.338029605992869
Full Stack Developer,35,2,3,7.18388656461384,4.276696618857827,55.76107532756551,6.42389246724345
Cybersecurity Analyst,26,4,4,0.7448471173575362,14.901018972582197,27.719532694799533,9.228046730520047
Cloud Engineer,12,2,4,5.037211999492256,1.9876724555985823,39.83012405907296,8.016987594092704
Blockchain Developer,34,7,2,2.2880029131464923,10.340623441681597,50.02904302117902,6.997095697882098
Product Manager,10,3,3,3.1371970785045447,2.417095393390024,30.913103478777877,8.908689652122213
DevOps Engineer,30,6,0,4.169686363764826,5.803059970963594,36.83247285645585,8.316752714354415
SEO Specialist,6,1,1,7.815246033535945,0.6806389722049876,46.87882064044632,7.312117935955368
Sales Executive,11,7,4,4.889749704863128,1.8676515219173697,62.54303745741498,5.745696254258502
Blockchain Developer,31,8,1,7.649925555185087,3.583845872687014,71.72043806500038,4.827956193499962
Robotics Engineer,29,5,5,1.909464497320612,9.967469967998138,54.38112637089364,6.561887362910636
System Administrator,10,0,0,7.734405955579794,1.1448975523758096,27.442913061705674,9.255708693829433
Financial Analyst,25,6,4,7.779860784441182,2.8474255587631387,63.227521840789365,5.6772478159210635
Digital Marketer,20,5,2,6.723448159100764,2.5895169603013932,53.85672708279649,6.614327291720351
Network Engineer,35,6,4,5.640374596540779,5.270786985154846,68.35123678466739,5.164876321533261
Game Developer,13,7,5,0.12807993590275402,11.524006044480046,48.77125041372983,7.122874958627017
Database Administrator,21,7,4,6.740630384383094,2.7129573377341463,75.37856518540198,4.462143481459802
DevOps Engineer,25,10,2,1.0365796081104701,12.275483806495977,41.80607827382122,7.819392172617878
DevOps Engineer,35,10,0,1.5994723752956945,13.46427080073074,57.01206641891797,6.298793358108203
Cloud Engineer,24,6,5,0.7104935039949201,14.031038378074587,36.70775262924345,8.329224737075656
Data Engineer,13,0,3,3.55462245070352,2.8542431652028553,27.611102994258914,9.23888970057411
Data Analyst,26,7,4,7.643066391998707,3.008191632551778,69.03332976176728,5.096667023823272
Robotics Engineer,9,5,2,4.186684238564853,1.7352126302738424,42.46355323134651,7.753644676865349
Game Developer,16,0,5,4.8040346057526255,2.7567030672321837,41.83045811071479,7.816954188928522
Backend Developer,26,5,0,3.302226289911725,6.04338271582025,37.86384885554801,8.213615114445199
Video Editor,12,6,3,7.857676150505079,1.3547571390172966,58.76388710139366,6.1236112898606345
Business Analyst,10,4,5,4.179629343125907,1.9306400781884905,38.238449107272906,8.17615508927271
Video Editor,30,8,2,6.205284158808924,4.16361094701908,68.9576312653459,5.10423687346541
Computer Vision Engineer,27,0,0,0.961142015058762,13.767488429026898,9.816728361998663,11.018327163800134
HR Analyst,33,8,4,1.0767994182140441,15.889834959785642,52.39610208144801,6.760389791855199
Game Designer,23,0,4,0.5526099512368079,14.813765673521683,16.105571396507877,10.389442860349213
Operations Manager,8,5,1,6.536421747899612,1.0615117183734557,37.56792666645438,8.243207333354562
Video Editor,14,1,5,2.2607087325411843,4.29354509965363,22.0060736255452,9.79939263744548
HR Analyst,25,10,1,6.323493543044641,3.41367133773789,59.14505045683507,6.085494954316493
System Administrator,17,8,0,6.358096669587369,2.3103800837878,48.09390723880549,7.190609276119451
Blockchain Developer,35,10,1,2.193024345603347,10.961394656509102,59.02967037409067,6.097032962590933
HR Analyst,21,5,0,3.3415905350052144,4.8369370235820215,28.690290461255262,9.130970953874474
SEO Specialist,35,3,4,7.300877291476307,4.216421803504972,71.96076293147212,4.803923706852788
Operations Manager,25,2,0,0.48106202200047754,16.879779258826975,22.051424258571426,9.794857574142856
Video Editor,35,0,0,6.457685466230711,4.693145099573343,30.09657149369577,8.990342850630423
Product Manager,30,6,4,3.076172176396068,7.3598461256669445,47.539925175373654,7.246007482462635
AI Engineer,18,1,2,2.1033811206128386,5.800125508414983,19.42706414642048,10.057293585357952
IoT Developer,11,1,4,7.050883368524904,1.3663096950335574,52.9160158432948,6.70839841567052
SEO Specialist,8,3,4,0.7026037461180783,4.698685773621684,21.773509203180172,9.822649079681984
Operations Manager,9,10,2,6.609417714005793,1.182744900892314,57.09373014368981,6.290626985631019
Game AI Developer,24,1,5,3.8438024802045048,4.954785026450278,51.09869841321432,6.890130158678568
Frontend Developer,6,3,5,7.9205813150268325,0.6726019065476062,55.536977134901235,6.4463022865098765
Video Editor,11,4,0,2.3255173511695073,3.3077560085896276,18.027931576002004,10.1972068423998
Mobile App Developer,28,4,4,7.22609520969491,3.4038020818188977,55.30579083255058,6.469420916744943
Graphic Designer,34,0,0,0.9838052682127847,17.138778964243144,16.154751359494114,10.384524864050588
AI Engineer,24,10,1,2.088881937551762,7.769801658079015,52.85155768432678,6.714844231567322
AI Researcher,14,6,0,2.662180482323164,3.822859104726284,40.57719752616942,7.942280247383058
Graphic Designer,26,6,2,6.58976672144,3.4256652334680613,68.28358026629407,5.171641973370593
AI Researcher,10,5,5,2.749500026842586,2.667022250542799,45.50677454973835,7.449322545026165
Business Analyst,32,4,4,4.980093674238392,5.3510867459907185,48.777343826207925,7.122265617379208
AI Researcher,30,2,4,6.464179607537647,4.019195889887848,48.594480097503265,7.140551990249674
Data Scientist,5,7,3,0.5440955595954753,3.2381415573203958,39.50972628321007,8.049027371678992
Machine Learning Engineer,29,4,2,5.820086253816136,4.252145635808232,44.17006451518568,7.582993548481432
Sales Executive,21,2,2,5.9402031513207305,3.0258480252128743,41.6853440111103,7.83146559888897
System Administrator,22,10,4,5.4447423402034465,3.413635307459865,73.95523218787034,4.604476781212966
NLP Engineer,26,0,5,4.351314525893427,4.858619293295824,51.41543367315994,6.858456632684006
Product Manager,17,2,2,6.5911285622989295,2.239456210033103,43.49352297732824,7.650647702267176
SEO Specialist,33,4,0,7.472162764230893,3.895109303060676,57.65352224333868,6.234647775666132
Frontend Developer,31,7,2,5.303062527022012,4.918244086441971,54.491457972201154,6.550854202779885
Cloud Engineer,15,9,2,1.9763144164393207,5.0397901233650835,53.688901970082426,6.631109802991757
Data Analyst,22,8,1,0.04903367350965482,20.971681420289052,35.0889759548919,8.49110240451081
Cybersecurity Analyst,5,2,3,2.903770109660943,1.2808131266813425,26.11475080577044,9.388524919422956
Game Developer,29,10,1,7.614984547708146,3.3662277441594366,70.64073402476842,4.935926597523158
Full Stack Developer,14,9,2,4.2093172300947925,2.687492310723654,44.886719553932984,7.511328044606701
Network Engineer,24,2,4,0.3742370196887501,17.464236267944333,19.700573230428596,10.029942676957141
Data Analyst,14,6,3,0.35645291244427213,10.321036485352506,28.910601806665184,9.108939819333482
Backend Developer,12,7,5,6.357562073819683,1.630975026727867,59.463555431080394,6.053644456891961
Embedded Systems Engineer,29,9,5,2.0116646847630877,9.62922603791839,53.27297011429718,6.672702988570282
Embedded Systems Engineer,5,2,1,6.25419015114068,0.6892568151406644,43.10910886234994,7.6890891137650055
Financial Analyst,13,10,0,5.522966206552326,1.992958354887917,59.64606432351769,6.035393567648231
Game Developer,19,10,1,1.8104002157225318,6.760602953880449,37.14197398744247,8.285802601255753
Data Scientist,28,6,3,6.452850347901525,3.7569518631061563,62.48614904804169,5.751385095195831
Game Developer,35,1,2,0.0008891915949220675,34.96890594275209,27.735742303489737,9.226425769651026
Sales Executive,33,0,5,7.470861891917826,3.8957074759400556,63.2313355255629,5.67686644744371
Computer Vision Engineer,24,10,0,0.21980275802311144,19.675312129065766,46.398434506318054,7.360156549368194
Product Manager,13,8,0,1.2153445643787109,5.8681616435797315,25.575079700110493,9.442492029988951
Game Designer,21,1,2,4.3429552092130725,3.9304091420771887,42.200545409245876,7.779945459075412
Machine Learning Engineer,16,7,3,6.824705169268269,2.0448054787853747,58.15342647182531,6.184657352817469
Game AI Developer,14,7,3,7.28320659746489,1.690166704798207,61.26096331623374,5.8739036683766255
UI/UX Designer,22,3,3,0.9528907440550212,11.265351155445984,37.786196143822096,8.22138038561779
Operations Manager,17,1,0,0.9212678323846708,8.848323858573982,20.413976377610155,9.958602362238985
HR Analyst,34,9,2,5.04551386594502,5.6240049653223645,66.21822940869033,5.378177059130967
Network Engineer,33,0,3,1.9199327241069222,11.301630249064466,35.61119906029194,8.438880093970806
Video Editor,16,5,3,1.3013506505632133,6.952438993199187,41.70423625986902,7.829576374013098
Robotics Engineer,10,6,1,2.812603590463267,2.6228795527061095,31.57380612852712,8.842619387147288
Game Designer,27,9,5,4.0007208531777945,5.399221590791733,75.3133922261988,4.46866077738012
HR Analyst,7,9,4,4.40931209992642,1.2940647296160297,60.674509460154624,5.932549053984538
System Administrator,22,10,0,6.858391329630287,2.7995551604879205,72.84514131254747,4.715485868745253
IoT Developer,9,8,5,2.454856739910821,2.605028421593051,56.96921444809923,6.303078555190077
Backend Developer,25,3,2,1.0477663814915896,12.20842388368054,19.084006547383808,10.091599345261619
Game Developer,9,3,5,1.1901428988454068,4.1093209053822894,23.207470310893733,9.679252968910626
Financial Analyst,18,3,2,1.7326803758545308,6.586939387073857,35.3434581245491,8.46565418754509
Software Tester,19,9,4,5.7825612383214,2.801301651749224,67.16414486311342,5.283585513688658
DevOps Engineer,19,0,4,4.2483471556390535,3.620187353571985,27.398823751828473,9.260117624817152
Business Analyst,7,6,0,5.272798543964919,1.1159293497054394,50.250558588553325,6.974944141144667
Financial Analyst,10,2,0,3.00768467129359,2.4952062899629843,19.30504410422743,10.069495589577256
Frontend Developer,7,8,5,5.451409557049931,1.0850341988210288,64.05295631542539,5.594704368457461
Business Analyst,8,1,0,2.2920348079599373,2.4301079626061344,10.286300187506704,10.97136998124933
Video Editor,32,3,4,6.668349158285311,4.172997256577111,53.69284691840609,6.630715308159391
AI Engineer,14,7,0,2.4384016783366453,4.071659250344658,30.776925038578852,8.922307496142114
IoT Developer,22,10,1,3.612168956762676,4.769990042915081,59.585995472496435,6.041400452750357
AI Researcher,15,5,0,5.797316620638472,2.2067531699871075,43.61506456664605,7.638493543335395
NLP Engineer,12,1,0,7.965875539903522,1.338408050233667,30.42071882224356,8.957928117775644
Video Editor,10,1,2,4.825649466276517,1.716546808709988,32.40280615614177,8.759719384385823
Blockchain Developer,8,0,1,5.870254795047982,1.1644400737169642,29.844569430607375,9.015543056939261
Content Writer,18,9,1,5.522684879840537,2.759599816884003,55.08867211375092,6.491132788624908
SEO Specialist,24,0,3,4.452907401151343,4.401321760008719,41.14340382103458,7.8856596178965415
Software Tester,23,2,1,0.600201224326832,14.373192352527772,12.750081146435472,10.724991885356452
Cybersecurity Analyst,25,3,3,5.899812533016907,3.6232868473411814,49.70006055325044,7.029993944674956
Frontend Developer,23,5,2,7.928172853758143,2.576114998750118,52.552659081062785,6.744734091893721
Operations Manager,19,1,3,7.502793710688647,2.2345596807923944,43.81163660312044,7.618836339687956
Digital Marketer,12,5,4,7.964497994449188,1.338613719076115,61.01202755640374,5.898797244359626
AI Researcher,11,2,4,5.652607407214437,1.6534870204532168,50.0132174460816,6.99867825539184
NLP Engineer,33,5,5,3.652031783266099,7.093674664628227,62.2570676396699,5.77429323603301
Sales Executive,16,10,3,3.3601117111119194,3.6696307480433035,67.83294091932449,5.216705908067551
Cloud Architect,8,3,2,3.6286227442046552,1.728375899724499,32.74509046582581,8.725490953417419
AI Engineer,11,9,2,7.069363088669666,1.3631806970546774,65.3465180782046,5.46534819217954
AI Engineer,32,6,5,7.881945478045855,3.602814279720215,79.82372917310228,4.017627082689772
Cloud Architect,27,10,2,2.165233524152093,8.530176302626138,49.38868587234668,7.061131412765333
Game Developer,12,10,1,0.32964676350256816,9.024953340531951,30.289319348900523,8.971068065109947
Embedded Systems Engineer,12,1,5,1.3771141190238732,5.048137951798302,18.465317800979612,10.153468219902038
Machine Learning Engineer,31,2,4,6.160828597367791,4.329107948680005,62.83910292588699,5.716089707411301
UI/UX Designer,25,3,3,4.74834284538331,4.349079495158914,46.84147229538532,7.3158527704614675
Graphic Designer,11,1,1,2.2110244771466174,3.4256979597286743,12.929540883761517,10.707045911623847
AI Engineer,10,1,5,7.413911485141454,1.1885078679113155,46.83943441107282,7.3160565588927176
Frontend Developer,13,8,2,2.331619157825898,3.902006617251943,44.04696759934066,7.595303240065934
Cybersecurity Analyst,22,5,5,2.4530240978737545,6.371226894578231,53.71605250211409,6.628394749788591
Product Manager,30,3,1,0.2526241452435949,23.949721960824863,15.858880852828557,10.414111914717145
System Administrator,24,0,2,3.1661730538618826,5.760682451189329,35.16949381085133,8.483050618914866
Game Designer,16,4,0,3.2239444921562947,3.7879285652809584,24.302429024391426,9.569757097560856
Network Engineer,33,7,5,7.488416211964539,3.8876510265231867,83.70859077569988,3.629140922430013
Data Analyst,11,3,2,0.044773732726391735,10.528595479994433,11.908504444880187,10.809149555511981
UI/UX Designer,20,10,3,7.440819800643598,2.369438096341665,72.54263505917821,4.745736494082179
Financial Analyst,10,9,3,5.57838774112327,1.520129307290191,52.72474387163697,6.7275256128363035
Data Engineer,14,1,4,1.4869313431279814,5.629427623197372,22.884829672373378,9.711517032762663
AI Researcher,26,7,3,7.565149811442841,3.0355569455731652,69.22418789558145,5.0775812104418545
Software Tester,12,5,3,6.993902102870313,1.501144227884808,55.5692172781892,6.44307827218108
Network Engineer,25,8,1,2.6267674590175005,6.893190777324487,53.534947957425274,6.646505204257473
UI/UX Designer,7,8,1,7.620049027806413,0.812060346457371,65.87871244539754,5.412128755460246
Data Scientist,20,8,0,7.116099407574323,2.464237929532389,59.23827285009496,6.076172714990504
Video Editor,11,8,5,4.72689146144735,1.9207627862428502,69.68259393156995,5.031740606843004
Digital Marketer,20,1,5,5.917780600831866,2.8911006512110244,48.31571464604479,7.168428535395521
Backend Developer,5,6,2,0.27865253991932626,3.910366455233776,21.96443733387713,9.803556266612286
Database Administrator,12,9,1,7.522609768477034,1.4080194125964733,74.18059627610288,4.581940372389712
Mobile App Developer,6,1,1,6.226023857047311,0.8303321603551573,33.932142848586466,8.606785715141353
IoT Developer,35,6,5,4.448783321900277,6.423452343814924,58.622921393622185,6.137707860637781
Full Stack Developer,28,0,4,7.361779790514508,3.3485694076472607,41.810050756178114,7.818994924382189
Frontend Developer,20,7,1,0.8915410685825726,10.573389249743867,40.96833094420748,7.903166905579252
Blockchain Developer,7,0,5,4.719731696396687,1.2238336291910084,41.524958059352656,7.847504194064735
Sales Executive,9,8,1,0.3290434731872516,6.771787516037086,28.520828462308383,9.14791715376916
Network Engineer,29,1,4,6.703923579951319,3.7643156372253697,51.95529635298593,6.804470364701407
DevOps Engineer,8,4,5,0.39267694024637834,5.744332923746637,34.13591849919154,8.586408150080846
Cloud Architect,13,4,3,4.459469748528779,2.3811836311581813,49.38968705970869,7.061031294029131
AI Engineer,25,10,3,3.391932690137468,5.692254814410076,69.32575653175205,5.0674243468247955
Blockchain Developer,12,0,3,7.5418492145995115,1.404848025119655,48.448034648149545,7.155196535185046
Full Stack Developer,20,10,2,5.207229177882306,3.222049553327966,73.3712052826354,4.66287947173646
Mobile App Developer,31,0,2,3.0921909590144683,7.575404058725989,23.127094238414518,9.68729057615855
Cybersecurity Analyst,33,8,1,0.6913935408637943,19.510539210849124,34.3289092658194,8.56710907341806
Cloud Engineer,27,8,1,2.7017041354781703,7.293937876132355,48.342511124096625,7.165748887590338
Full Stack Developer,9,4,5,6.054314449041198,1.2758149732357416,46.19765940324164,7.3802340596758365
Machine Learning Engineer,7,3,1,6.605286520449948,0.9204123975050269,38.700771828211174,8.129922817178883
Game Developer,25,3,0,0.2448387503874656,20.082922380283037,27.544004226994954,9.245599577300505
Video Editor,10,5,0,4.580046128547782,1.7920998804722283,29.37474625406732,9.062525374593267
NLP Engineer,19,2,2,0.4416408057800014,13.179427166477872,15.453947831809433,10.454605216819056
Robotics Engineer,19,8,3,1.8815301274453509,6.593719017210012,55.90655490163655,6.4093445098363455
Machine Learning Engineer,13,5,0,0.2112864864563173,10.732390846720488,23.402770237811893,9.659722976218811
Data Analyst,32,0,4,1.7583106892407407,11.601303698245971,39.325896396201856,8.067410360379814
Backend Developer,33,3,5,6.43019211382493,4.441338729129063,68.34015954442347,5.165984045557653
System Administrator,12,1,1,0.006718690323979537,11.919913790552743,5.917020478760325,11.408297952123968
Network Engineer,23,4,3,7.603115629090751,2.6734500606068026,64.99263468173724,5.500736531826275
Data Engineer,32,6,3,4.909012673968938,5.415456314888286,56.93676787524147,6.306323212475853
Data Scientist,17,3,2,1.9561228464622218,5.750775892262045,21.014939802756384,9.898506019724362
Software Tester,32,10,1,2.811346377634055,8.395983159070532,59.18835380322609,6.0811646196773905
Product Manager,29,1,5,7.542406220452769,3.3948280205366923,54.0854450041584,6.59145549958416
Data Analyst,8,1,1,5.989913143285605,1.1445063530846113,24.864269449408837,9.513573055059116
DevOps Engineer,26,8,0,1.6022532024088934,9.991341340624318,37.80634704344209,8.219365295655791
Cloud Engineer,22,6,5,4.971875149588199,3.683935020228453,54.53973515486401,6.5460264845135985
AI Researcher,30,4,1,6.551367701924911,3.9727902525992387,48.81925698438564,7.118074301561436
Graphic Designer,9,5,5,5.610744290800476,1.3614200767868783,46.733794578362975,7.3266205421637025
Digital Marketer,25,8,5,1.9429554037755112,8.494861990748332,57.45608062209715,6.2543919377902855
Computer Vision Engineer,32,5,1,7.155940325053312,3.9235206149930764,65.99985217871983,5.400014782128016
Robotics Engineer,29,2,1,3.4764118523375824,6.4784030059379365,36.68364025555485,8.331635974444515
Game Designer,31,1,2,5.0768611078192185,5.101317843205546,39.406536459296376,8.059346354070362
Video Editor,10,9,0,3.6631872280359374,2.144456036394628,47.387201885536726,7.261279811446327
IoT Developer,35,10,2,0.2699003082365907,27.56121860353094,51.77048663936047,6.822951336063953
Software Tester,12,3,2,5.153950377373104,1.9499669747292243,31.605327870602355,8.839467212939764
Cloud Architect,27,2,2,6.117647763846192,3.7933880540064684,39.528516999423644,8.047148300057636
Software Tester,27,5,4,5.796615456134333,3.9725654885522412,49.70519672583113,7.029480327416887
Game AI Developer,8,7,3,0.14194741026244184,7.005576551166611,38.21425213115411,8.178574786884589
Full Stack Developer,21,7,0,2.9382230089445853,5.332354199420475,33.8830240923332,8.61169759076668
Cloud Engineer,15,7,4,4.746617873159321,2.61023097952282,51.98763201480583,6.801236798519417
Blockchain Developer,21,5,2,1.0030448617923762,10.484038775451419,25.91446613027388,9.408553386972612
Product Manager,17,0,1,0.23745266466518,13.737899222674287,1.632113505951292,11.836788649404872
Network Engineer,20,5,4,7.304149486678555,2.408434485925841,54.03793403634155,6.596206596365845
HR Analyst,34,3,4,5.3459873809810405,5.3577162951660116,58.05541623723748,6.194458376276252
SEO Specialist,27,10,4,6.45370350113092,3.6223603468937826,73.6286467320144,4.6371353267985596
UI/UX Designer,8,3,0,7.703167909102449,0.9192055218919744,46.43113917261112,7.356886082738888
Computer Vision Engineer,6,6,0,6.484803051779378,0.8016242990620317,37.44841213390329,8.255158786609671
Business Analyst,18,7,4,7.329792516344111,2.160918169892193,61.090501637564564,5.890949836243544
Frontend Developer,16,0,1,6.444039024066548,2.1493707849021297,29.995853658918573,9.000414634108143
Software Tester,11,0,2,1.6466645224362688,4.156174651812101,11.035274388924288,10.896472561107572
Product Manager,19,5,5,2.497900205469895,5.43183020781681,50.29886636440135,6.970113363559865
Robotics Engineer,5,6,5,0.8823356702281329,2.6562743718255186,28.67175766106338,9.132824233893661
AI Researcher,28,0,5,3.9345738250294415,5.674248880010006,48.01722401035768,7.198277598964232
Operations Manager,33,2,5,3.6202184898613154,7.142519357561931,48.70518658148061,7.129481341851939
Graphic Designer,24,6,4,4.899305353230439,4.068275595678004,54.59904530882238,6.5400954691177615
NLP Engineer,34,10,2,3.1686522950479823,8.156113197636852,51.43314249020925,6.856685750979075
Digital Marketer,28,3,2,0.42093960824698495,19.705270961194216,25.032177132398147,9.496782286760185
Sales Executive,24,0,3,7.392466764672227,2.8597074820751267,37.17420828295174,8.282579171704826
Game Designer,31,4,0,4.190683346703228,5.972238707200105,29.973288245753473,9.002671175424652
Backend Developer,22,4,2,5.658807941282909,3.3038946601246173,42.90966768691755,7.709033231308245
Cybersecurity Analyst,18,1,0,1.3135956235248791,7.78009770461793,17.54812082509256,10.245187917490744
Embedded Systems Engineer,22,0,0,6.6980906187915705,2.857851523116197,26.50477029574429,9.349522970425571
Data Analyst,14,10,2,1.5846766422519405,5.4165382899898376,56.9029854154989,6.30970145845011
DevOps Engineer,24,10,1,3.1147604355787983,5.832660339707982,56.34147051349358,6.365852948650642
DevOps Engineer,23,4,4,1.8041742930260485,8.202057930992646,46.26032823128418,7.373967176871583
Financial Analyst,5,8,3,6.8732344244743615,0.6350630160912316,53.743234623535535,6.625676537646447
IoT Developer,8,9,0,1.8831167082126141,2.7747749431064808,42.72396752074745,7.727603247925255
Embedded Systems Engineer,16,8,2,1.1221263871440597,7.539607488474176,31.67901972977381,8.832098027022619
Data Engineer,19,3,4,6.350858306837407,2.5847321777821692,58.42068799942898,6.157931200057102
Embedded Systems Engineer,32,5,2,2.0121600077987125,10.62360562425288,41.52634010025946,7.847365989974054
Blockchain Developer,27,7,0,2.5968220991121926,7.506626476373252,44.93010563572604,7.5069894364273955
IoT Developer,23,2,0,7.683868649103395,2.6485891172910287,36.85940152701862,8.314059847298138
DevOps Engineer,26,10,1,4.716718868832716,4.548063425289423,70.47690467435766,4.952309532564234
Game AI Developer,25,4,4,7.609827382176313,2.903658678657589,67.26611001321002,5.273388998678998
Network Engineer,32,5,3,7.041422442352979,3.979395465093433,72.89307449891331,4.71069255010867
Business Analyst,29,8,3,5.537814329989622,4.435733187920929,66.23302914469025,5.376697085530975
Database Administrator,26,1,5,4.448643487241179,4.771829917094581,49.964882297067774,7.003511770293223
Sales Executive,5,7,5,3.1109531092467266,1.2162629607118478,59.27607907565334,6.072392092434666
HR Analyst,29,7,3,6.825249265633154,3.7059522343092492,61.92301477902317,5.807698522097683
Database Administrator,28,6,0,7.610338629188933,3.25190462371368,59.482027123624356,6.051797287637564
IoT Developer,23,9,0,0.2583837221520673,18.277413792881696,44.942971663588,7.5057028336412
IoT Developer,26,6,2,7.082554691704714,3.2168047098628745,60.11258097740799,5.988741902259202
SEO Specialist,9,6,2,5.567828864149202,1.3703158511219615,57.41922708237993,6.258077291762007
Computer Vision Engineer,22,2,2,5.671371357565203,3.2976728203043946,37.2115320909289,8.27884679090711
Digital Marketer,7,1,2,7.681619702487592,0.8063011557617816,42.74806661033621,7.725193338966379
System Administrator,25,9,2,4.7574539660887325,4.342197114774935,61.3844621365948,5.8615537863405205
Cloud Architect,33,4,1,6.662711972100589,4.306569282540012,58.88848567098164,6.111151432901837
Graphic Designer,12,6,0,4.4788293699055135,2.190248899867993,37.57764093045389,8.242235906954612
Cloud Engineer,13,3,3,5.8598297637280705,1.8950907599396414,43.6083121754027,7.63916878245973
Content Writer,32,4,4,4.768440473536018,5.54742657860595,59.46607772484681,6.053392227515319
Sales Executive,17,8,3,7.423956427610045,2.0180541229156215,74.56564828236358,4.543435171763642
Data Engineer,27,8,1,1.2742294993267302,11.872152747993622,44.444881538623726,7.555511846137628
NLP Engineer,19,1,1,5.7728631389893446,2.8053128507237495,42.59800277012083,7.740199722987917
